thread,student,domain_name,domain_value,item_count,raw_score,max_points,true_theta,theta,se,scale_score,scale_score_se,performance_level
1,160,Overall,Overall,23,18,23,2.0,1.752297,0.44943,2,0,
1,161,Overall,Overall,23,18,23,1.5,1.752297,0.44943,2,0,
1,162,Overall,Overall,18,9,18,0.5,-0.099181,0.439871,0,0,
1,163,Overall,Overall,23,18,23,2.0,1.752297,0.44943,2,0,
1,164,Overall,Overall,18,11,18,2.0,0.758655,0.448823,1,0,
1,165,Overall,Overall,18,8,18,-1.5,-0.442049,0.443487,0,0,
1,166,Overall,Overall,20,13,20,0.5,1.055237,0.440995,1,0,
1,167,Overall,Overall,20,14,20,1.0,1.29261,0.448612,1,0,
1,168,Overall,Overall,18,7,18,-0.5,-0.524838,0.447943,-1,0,
1,169,Overall,Overall,18,9,18,0.5,0.074132,0.440332,0,0,
1,170,Overall,Overall,18,7,18,0.0,-0.559084,0.445705,-1,0,
1,171,Overall,Overall,18,7,18,-1.0,-0.559084,0.445705,-1,0,
1,172,Overall,Overall,26,21,26,2.0,1.911443,0.434078,2,0,
1,173,Overall,Overall,19,13,19,1.0,0.923416,0.44677,1,0,
1,174,Overall,Overall,24,6,24,-2.0,-1.411623,0.436105,-1,0,
1,175,Overall,Overall,19,7,19,0.0,-0.274785,0.446468,0,0,
1,176,Overall,Overall,23,6,23,-2.0,-1.394898,0.445005,-1,0,
1,177,Overall,Overall,20,13,20,1.5,1.055237,0.440995,1,0,
1,178,Overall,Overall,18,11,18,0.0,0.660081,0.446903,1,0,
1,179,Overall,Overall,23,18,23,2.0,1.752297,0.44943,2,0,
1,180,Overall,Overall,19,13,19,1.0,0.837783,0.445639,1,0,
1,181,Overall,Overall,20,6,20,-0.5,-1.125987,0.449573,-1,0,
1,182,Overall,Overall,20,14,20,0.5,1.070897,0.445271,1,0,
1,183,Overall,Overall,18,9,18,0.0,0.319122,0.444452,0,0,
1,184,Overall,Overall,22,6,22,-1.5,-1.167477,0.443502,-1,0,
1,185,Overall,Overall,19,13,19,1.0,1.020148,0.44849,1,0,
1,186,Overall,Overall,23,17,23,2.0,1.554862,0.43965,2,0,
1,187,Overall,Overall,20,13,20,2.0,1.133589,0.443176,1,0,
1,188,Overall,Overall,19,11,19,1.0,0.610996,0.437743,1,0,
1,189,Overall,Overall,21,15,21,2.0,1.306431,0.449779,1,0,
1,190,Overall,Overall,18,7,18,-1.0,-0.640154,0.447187,-1,0,
1,191,Overall,Overall,19,7,19,-0.5,-0.685161,0.440848,-1,0,
1,192,Overall,Overall,30,27,30,2.0,2.390491,0.456133,2,0,
1,193,Overall,Overall,18,11,18,1.0,0.758655,0.448823,1,0,
1,194,Overall,Overall,27,3,27,-2.0,-1.912351,0.476964,-2,0,
1,195,Overall,Overall,20,13,20,1.0,0.925501,0.445179,1,0,
1,196,Overall,Overall,18,11,18,0.5,0.571541,0.445582,1,0,
1,197,Overall,Overall,25,5,25,-2.0,-1.782765,0.44566,-2,0,
1,198,Overall,Overall,18,9,18,0.5,0.028487,0.440445,0,0,
1,199,Overall,Overall,18,10,18,0.0,0.558968,0.445391,1,0,
1,200,Overall,Overall,21,6,21,-2.0,-1.135502,0.44598,-1,0,
1,201,Overall,Overall,17,9,17,1.5,0.211029,0.449949,0,0,
1,202,Overall,Overall,21,15,21,2.0,1.275567,0.447362,1,0,
1,203,Overall,Overall,19,11,19,0.5,0.679642,0.442853,1,0,
1,204,Overall,Overall,18,9,18,0.0,0.361045,0.444859,0,0,
1,205,Overall,Overall,17,9,17,0.0,0.211029,0.449949,0,0,
1,206,Overall,Overall,18,10,18,1.0,0.094883,0.441676,0,0,
1,207,Overall,Overall,28,4,28,-2.0,-2.10255,0.446916,-2,0,
1,208,Overall,Overall,19,13,19,0.0,1.020148,0.44849,1,0,
1,209,Overall,Overall,23,18,23,2.0,1.752297,0.44943,2,0,
1,210,Overall,Overall,19,6,19,-1.5,-0.866102,0.449869,-1,0,
1,211,Overall,Overall,23,18,23,2.0,1.752297,0.44943,2,0,
1,212,Overall,Overall,18,9,18,0.0,0.124597,0.440838,0,0,
1,213,Overall,Overall,17,9,17,0.0,0.211029,0.449949,0,0,
1,214,Overall,Overall,18,9,18,-1.5,-0.099181,0.439871,0,0,
1,215,Overall,Overall,18,10,18,0.5,0.222866,0.441813,0,0,
1,216,Overall,Overall,18,8,18,-0.5,-0.442049,0.443487,0,0,
1,217,Overall,Overall,23,18,23,1.0,1.752297,0.44943,2,0,
1,218,Overall,Overall,22,16,22,1.5,1.585727,0.439431,2,0,
1,219,Overall,Overall,19,7,19,-1.5,-0.776887,0.444273,-1,0,
1,220,Overall,Overall,19,13,19,1.5,1.020148,0.44849,1,0,
1,221,Overall,Overall,23,6,23,-2.0,-1.394898,0.445005,-1,0,
1,222,Overall,Overall,18,8,18,-0.5,0.028967,0.444,0,0,
1,223,Overall,Overall,21,15,21,1.0,1.275567,0.447362,1,0,
1,224,Overall,Overall,20,13,20,1.5,0.997542,0.440198,1,0,
1,225,Overall,Overall,21,15,21,2.0,1.29946,0.448372,1,0,
1,226,Overall,Overall,18,10,18,0.0,0.535037,0.446836,1,0,
1,227,Overall,Overall,23,5,23,-2.0,-1.428952,0.448555,-1,0,
1,228,Overall,Overall,28,5,28,-2.0,-1.909339,0.432651,-2,0,
1,229,Overall,Overall,19,12,19,1.5,0.80442,0.442305,1,0,
1,230,Overall,Overall,19,13,19,0.5,1.003122,0.449699,1,0,
1,231,Overall,Overall,20,7,20,-0.5,-0.906112,0.443313,-1,0,
1,232,Overall,Overall,18,8,18,0.0,0.028967,0.444,0,0,
1,233,Overall,Overall,19,12,19,1.5,0.80442,0.442305,1,0,
1,234,Overall,Overall,18,8,18,0.0,-0.236856,0.441482,0,0,
1,235,Overall,Overall,23,18,23,2.0,1.752297,0.44943,2,0,
1,236,Overall,Overall,18,9,18,0.0,-0.099181,0.439871,0,0,
1,237,Overall,Overall,18,11,18,1.0,0.758655,0.448823,1,0,
1,238,Overall,Overall,23,5,23,-1.0,-1.428952,0.448555,-1,0,
1,239,Overall,Overall,26,5,26,-2.0,-1.836454,0.44049,-2,0,
1,240,Overall,Overall,17,9,17,0.5,0.211029,0.449949,0,0,
1,241,Overall,Overall,19,12,19,1.0,0.629649,0.438754,1,0,
1,242,Overall,Overall,20,14,20,1.0,1.29261,0.448612,1,0,
1,243,Overall,Overall,19,13,19,2.0,1.020148,0.44849,1,0,
1,244,Overall,Overall,18,10,18,0.5,0.247138,0.442365,0,0,
1,245,Overall,Overall,24,6,24,-1.5,-1.523924,0.441228,-2,0,
1,246,Overall,Overall,18,8,18,-0.5,-0.442049,0.443487,0,0,
1,247,Overall,Overall,28,4,28,-1.5,-2.10255,0.446916,-2,0,
1,248,Overall,Overall,20,6,20,-0.5,-1.125987,0.449573,-1,0,
1,249,Overall,Overall,26,21,26,1.5,1.911443,0.434078,2,0,
1,250,Overall,Overall,19,6,19,-1.0,-0.8827,0.448556,-1,0,
1,251,Overall,Overall,23,5,23,-1.5,-1.428952,0.448555,-1,0,
1,252,Overall,Overall,23,18,23,2.0,1.431409,0.448513,1,0,
1,253,Overall,Overall,21,15,21,1.5,1.29946,0.448372,1,0,
1,254,Overall,Overall,18,9,18,0.5,-0.099181,0.439871,0,0,
1,255,Overall,Overall,19,13,19,1.0,0.923416,0.44677,1,0,
1,256,Overall,Overall,19,7,19,-0.5,-0.685161,0.440848,-1,0,
1,257,Overall,Overall,23,5,23,-1.0,-1.428952,0.448555,-1,0,
1,258,Overall,Overall,21,15,21,1.5,1.29946,0.448372,1,0,
1,259,Overall,Overall,20,13,20,1.0,1.055237,0.440995,1,0,
1,260,Overall,Overall,18,7,18,0.0,-0.450495,0.448309,0,0,
1,261,Overall,Overall,18,11,18,1.0,0.530196,0.444757,1,0,
1,262,Overall,Overall,23,5,23,-1.5,-1.428952,0.448555,-1,0,
1,263,Overall,Overall,18,8,18,-0.5,-0.442049,0.443487,0,0,
1,264,Overall,Overall,18,11,18,0.5,0.530196,0.444757,1,0,
1,265,Overall,Overall,19,13,19,1.0,0.734887,0.447923,1,0,
1,266,Overall,Overall,25,5,25,-2.0,-1.782765,0.44566,-2,0,
1,267,Overall,Overall,19,6,19,-1.5,-0.8827,0.448556,-1,0,
1,268,Overall,Overall,25,6,25,-2.0,-1.588992,0.435126,-2,0,
1,269,Overall,Overall,22,16,22,2.0,1.428211,0.443817,1,0,
1,270,Overall,Overall,23,17,23,1.0,1.506346,0.437253,2,0,
1,271,Overall,Overall,18,8,18,-1.0,-0.442049,0.443487,0,0,
1,272,Overall,Overall,20,14,20,1.5,1.040803,0.444682,1,0,
1,273,Overall,Overall,18,11,18,1.0,0.660081,0.446903,1,0,
1,274,Overall,Overall,22,16,22,1.5,1.384949,0.441502,1,0,
1,275,Overall,Overall,21,6,21,-0.5,-0.992918,0.445777,-1,0,
1,276,Overall,Overall,23,18,23,2.0,1.701797,0.447364,2,0,
1,277,Overall,Overall,18,11,18,0.0,0.572321,0.445523,1,0,
1,278,Overall,Overall,23,18,23,1.5,1.752297,0.44943,2,0,
1,279,Overall,Overall,18,10,18,1.0,0.48127,0.449098,0,0,
1,280,Overall,Overall,18,10,18,0.0,0.334364,0.440808,0,0,
1,281,Overall,Overall,18,10,18,0.0,0.535037,0.446836,1,0,
1,282,Overall,Overall,18,7,18,-1.0,-0.551064,0.446288,-1,0,
1,283,Overall,Overall,19,6,19,-1.5,-0.8827,0.448556,-1,0,
1,284,Overall,Overall,23,6,23,-2.0,-1.2869,0.439267,-1,0,
1,285,Overall,Overall,22,16,22,1.5,1.428211,0.443817,1,0,
1,286,Overall,Overall,18,8,18,0.0,-0.313892,0.442965,0,0,
1,287,Overall,Overall,21,6,21,-2.0,-1.02461,0.444883,-1,0,
1,288,Overall,Overall,18,9,18,1.0,0.224953,0.441899,0,0,
1,289,Overall,Overall,18,10,18,0.5,0.558968,0.445391,1,0,
1,290,Overall,Overall,25,5,25,-2.0,-1.782765,0.44566,-2,0,
1,291,Overall,Overall,30,27,30,2.0,2.390491,0.456133,2,0,
1,292,Overall,Overall,18,8,18,0.0,-0.442049,0.443487,0,0,
1,293,Overall,Overall,18,7,18,-0.5,-0.504046,0.446801,-1,0,
1,294,Overall,Overall,18,9,18,-0.5,-0.00365,0.441606,0,0,
1,295,Overall,Overall,19,7,19,-1.0,-0.713939,0.446915,-1,0,
1,296,Overall,Overall,18,10,18,0.5,0.420382,0.442737,0,0,
1,297,Overall,Overall,18,8,18,0.0,-0.362393,0.441794,0,0,
1,298,Overall,Overall,24,6,24,-1.5,-1.523924,0.441228,-2,0,
1,299,Overall,Overall,18,10,18,0.5,0.156061,0.441708,0,0,
1,300,Overall,Overall,22,6,22,-1.0,-1.202287,0.439981,-1,0,
1,301,Overall,Overall,26,21,26,1.5,1.911443,0.434078,2,0,
1,302,Overall,Overall,18,9,18,0.0,-0.020107,0.44176,0,0,
1,303,Overall,Overall,28,4,28,-1.0,-2.10255,0.446916,-2,0,
1,304,Overall,Overall,20,13,20,1.5,1.055237,0.440995,1,0,
1,305,Overall,Overall,21,15,21,1.5,1.275567,0.447362,1,0,
